doi,articleType,citationStyle,citationStringAnnotated
10.1093/nq/194.14.304h,3,0,"<author><family>M. H. W.</family></author> (<issued><year>1949</year></issued>) <title>â€œCount Christiana.â€</title> <container-title>Notes and Queries</container-title>, <volume>194</volume>(<issue>14</issue>), pp. <page>304â€“304</page>. [online] Available from: <URL>http://dx.doi.org/10.1093/nq/194.14.304h</URL>"
10.1016/0038-1101(95)00267-7,3,0,"<author><family>Plaut</family>, <given>A.S.</given>, <family>Pinczuk</family>, <given>A.</given>, <family>Dennis</family>, <given>B.S.</given>, <family>Eisenstein</family>, <given>J.P.</given>, et al.</author> (<issued><year>1996</year></issued>) <title>â€œLight-scattering determination of electron tunneling gaps in double quantum wells.â€</title> <container-title>Solid-State Electronics</container-title>, <volume>40</volume>(<issue>1â€“8</issue>), pp. <page>291â€“293</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0038-1101(95)00267-7</URL>"
10.1029/2009ja014818,3,0,"<author><family>Milikh</family>, <given>Gennady</given> and <family>Roussel-DuprÃ©</family>, <given>Robert</given></author> (<issued><year>2010</year></issued>) <title>â€œRunaway breakdown and electrical discharges in thunderstorms.â€</title> <container-title>Journal of Geophysical Research: Space Physics</container-title>, <volume>115</volume>(<issue>A12</issue>), p. <page>n/a-n/a</page>. [online] Available from: <URL>http://dx.doi.org/10.1029/2009ja014818</URL>"
10.4337/9781845423377.00018,42,0,"<author><family>Weaver</family>, <given>R. Kent</given></author> (n.d.) <title>â€œPublic Pension Reform in the United States.â€</title> <container-title>Ageing and Pension Reform Around the World</container-title>. [online] Available from: <URL>http://dx.doi.org/10.4337/9781845423377.00018</URL>"
10.1016/j.engstruct.2015.10.032,3,0,"<author><family>PeriÄ‡</family>, <given>Dunja</given>, <family>MiletiÄ‡</family>, <given>Marta</given>, <family>Shah</family>, <given>Bhavik R.</given>, <family>Esmaeily</family>, <given>Asad</given> and <family>Wang</family>, <given>Hongyu</given></author> (<issued><year>2016</year></issued>) <title>â€œThermally induced soil structure interaction in the existing integral bridge.â€</title> <container-title>Engineering Structures</container-title>, <volume>106</volume>, pp. <page>484â€“494</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.engstruct.2015.10.032</URL>"
10.1002/9781405186407.wbiecc076,36,0,"<author><family>Ramanadhan</family>, <given>Shoba</given> and <family>Viswanath</family>, <given>K.</given></author> (<issued><year>2008</year></issued>) <title>â€œCommunication Inequality.â€</title> <container-title>The International Encyclopedia of Communication</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1002/9781405186407.wbiecc076</URL>"
10.1017/s1477201908002460,3,0,"<author><family>Schoch</family>, <given>Rainer R.</given> and <family>Milner</family>, <given>Andrew R.</given></author> (<issued><year>2008</year></issued>) <title>â€œThe intrarelationships and evolutionary history of the temnospondyl family branchiosauridae.â€</title> <container-title>Journal of Systematic Palaeontology</container-title>, <volume>6</volume>(<issue>4</issue>), pp. <page>409â€“431</page>. [online] Available from: <URL>http://dx.doi.org/10.1017/s1477201908002460</URL>"
10.1002/chin.201117041,3,0,"<author><family>Lee</family>, <given>Dong-Hwan</given>, <family>Jung</family>, <given>Ji-Young</given> and <family>Jin</family>, <given>Myung-Jong</given></author> (<issued><year>2011</year></issued>) <title>â€œChemInform Abstract: General and Highly Active Catalyst for Mono and Double Hiyama Coupling Reactions of Unreactive Aryl Chlorides in Water.â€</title> <container-title>ChemInform</container-title>, <volume>42</volume>(<issue>17</issue>), p. <page>no-no</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/chin.201117041</URL>"
10.2134/agronmonogr25.c23,7,0,"<author><family>Taylor</family>, <given>N.L.</given> and <family>McGuire</family>, <given>William S.</given></author> (<issued><year>1985</year></issued>) <title>â€œSubterranean Clover,â€</title> in <container-title>Clover Science and Technology</container-title>, <publisher>American Society of Agronomy, Crop Science Society of America, Soil Science Society of America</publisher>. [online] Available from: <URL>http://dx.doi.org/10.2134/agronmonogr25.c23</URL>"
10.1016/s1048-6364(28)51040-6,3,0,"Anon (<issued><year>1928</year></issued>) <title>â€œTable of Contents.â€</title> <container-title>The Journal of the American Dental Association (1922)</container-title>, <volume>15</volume>(<issue>1</issue>), p. <page>ii</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s1048-6364(28)51040-6</URL>"
10.1016/j.injury.2012.04.009,3,0,"<author><family>Lee</family>, <given>Ryan K.L.</given>, <family>Graham</family>, <given>Colin A.</given>, <family>Yeung</family>, <given>Janice H.H.</given>, <family>Ahuja</family>, <given>Anil T.</given> and <family>Rainer</family>, <given>Timothy H.</given></author> (<issued><year>2012</year></issued>) <title>â€œOccult pneumothoraces in Chinese patients with significant blunt chest trauma: Radiological classification and proposed clinical significance.â€</title> <container-title>Injury</container-title>, <volume>43</volume>(<issue>12</issue>), pp. <page>2105â€“2108</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.injury.2012.04.009</URL>"
10.4324/9781315814155-4,7,0,"<author><family>Sutherland</family>, <given>Margaret</given>, <family>Smith</family>, <given>Thomas Aneurin</given>, <family>Tungaraza</family>, <given>Frida</given> and <family>Stack</family>, <given>Niamh</given></author> (<issued><year>2017</year></issued>) <title>â€œNavigating the shifting terrain between policy and practice for gifted learners in Tanzania,â€</title> in <container-title>Policy and Practice in Science Education for the Gifted</container-title>, <publisher>Routledge</publisher>, pp. <page>48â€“63</page>. [online] Available from: <URL>http://dx.doi.org/10.4324/9781315814155-4</URL>"
10.1037/a0033032,3,0,"Anon (<issued><year>2013</year></issued>) <title>â€œReport of the Ethics Committee, 2012.â€</title> <container-title>American Psychologist</container-title>, <volume>68</volume>(<issue>5</issue>), pp. <page>370â€“379</page>. [online] Available from: <URL>http://dx.doi.org/10.1037/a0033032</URL>"
10.1080/00927870008826860,3,0,"<author><family>Yong Hong</family>, <given>Chan</given>, <family>Yong Kim</family>, <given>Jin</given> and <family>Kyun Kim</family>, <given>Nam</given></author> (<issued><year>2000</year></issued>) <title>â€œOn von neumann regular rings.â€</title> <container-title>Communications in Algebra</container-title>, <volume>28</volume>(<issue>2</issue>), pp. <page>791â€“801</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/00927870008826860</URL>"
10.1007/bf03026402,3,0,"<author><family>He</family>, <given>Youliang</given>, <family>Bai</family>, <given>Guangrun</given> and <family>Song</family>, <given>Baoyun</given></author> (<issued><year>1998</year></issued>) <title>â€œPhotoplastic studies of three-dimensional strain field in the continuous cladding process.â€</title> <container-title>Metals and Materials</container-title>, <volume>4</volume>(<issue>4</issue>), pp. <page>803â€“807</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/bf03026402</URL>"
10.1088/1674-1056/17/3/002,3,0,"<author><family>Jin-Hua</family>, <given>Li</given> and <family>Sen-Yue</family>, <given>Lou</given></author> (<issued><year>2008</year></issued>) <title>â€œKacâ€“Moodyâ€“Virasoro symmetry algebra of a (2+1)-dimensional bilinear system.â€</title> <container-title>Chinese Physics B</container-title>, <volume>17</volume>(<issue>3</issue>), pp. <page>747â€“753</page>. [online] Available from: <URL>http://dx.doi.org/10.1088/1674-1056/17/3/002</URL>"
10.1016/j.rpemd.2013.12.133,3,0,"<author><family>Castro</family>, <given>Sara</given>, <family>Pinheiro</family>, <given>Fred</given>, <family>Vaz</family>, <given>Paula</given>, <family>Ponces</family>, <given>Maria JoÃ£o</given>, et al.</author> (<issued><year>2013</year></issued>) <title>â€œC-43. Trissomia 21 - o fenÃ³tipo que o genoma e o ambiente proporcionam.â€</title> <container-title>Revista Portuguesa de Estomatologia, Medicina DentÃ¡ria e Cirurgia Maxilofacial</container-title>, <volume>54</volume>, pp. <page>e58â€“e59</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.rpemd.2013.12.133</URL>"
10.2139/ssrn.1970251,3,0,"<author><family>Scott Cato</family>, <given>Molly</given>, <family>Arthur</family>, <given>Len</given>, <family>Smith</family>, <given>Russell</given> and <family>Keenoy</family>, <given>Tom</given></author> (<issued><year>2007</year></issued>) <title>â€œEntrepreneurial Energy: Associative Entrepreneurship in the Renewable Energy Sector in Wales.â€</title> <container-title>SSRN Electronic Journal</container-title>. [online] Available from: <URL>http://dx.doi.org/10.2139/ssrn.1970251</URL>"
10.15199/48.2016.02.36,3,0,"<author><family>GORYCA</family>, <given>Zbigniew</given></author> (<issued><year>2016</year></issued>) <title>â€œA fan for solid-fuel furnaces.â€</title> <container-title>PRZEGLÄ„D ELEKTROTECHNICZNY</container-title>, <volume>1</volume>(<issue>2</issue>), pp. <page>131â€“133</page>. [online] Available from: <URL>http://dx.doi.org/10.15199/48.2016.02.36</URL>"
10.1080/00364827.1963.10410274,3,0,"<author><family>Tulkki</family>, <given>Paavo</given></author> (<issued><year>1963</year></issued>) <title>â€œMarinogammarus pirlotisexton and spooner (amhipoda) from the Hardangerfjord, Western Norway.â€</title> <container-title>Sarsia</container-title>, <volume>10</volume>(<issue>1</issue>), pp. <page>23â€“26</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/00364827.1963.10410274</URL>"
10.1037/e559312009-001,8,0,Anon (<issued><year>2008</year></issued>) <title>â€œSexual Violence.â€</title> <container-title>PsycEXTRA Dataset</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1037/e559312009-001</URL>
10.12739/nwsa.2013.8.2.1a0344,3,0,"<author><family>Celik</family>, <given>Hakan</given> and <family>Kurum</family>, <given>Hasan</given></author> (<issued><year>2013</year></issued>) <title>â€œSABÄ°T MIKNATISLI SENKRON MOTORUN HÄ°STEREZÄ°S DOÄžRUDAN MOMENT KONTROLÃœNÃœN BENZETÄ°MÄ°.â€</title> <container-title>NWSA-Engineering Sciences</container-title>, <volume>8</volume>(<issue>2</issue>), pp. <page>92â€“107</page>. [online] Available from: <URL>http://dx.doi.org/10.12739/nwsa.2013.8.2.1a0344</URL>"
10.1093/acrefore/9780190264079.013.318,5,0,"<author><family>Oâ€™Brien</family>, <given>Daniel T.</given></author> (<issued><year>2018</year></issued>) <title>Big Data and the Study of Communities and Crime</title>, <publisher>Oxford University Press</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1093/acrefore/9780190264079.013.318</URL>"
10.1109/glocom.2014.7037536,22,0,"<author><family>Abdelhakim</family>, <given>Mai</given>, <family>Ren</family>, <given>Jian</given> and <family>Li</family>, <given>Tongtong</given></author> (<issued><year>2014</year></issued>) <title>â€œThroughput analysis and routing security discussions of mobile access coordinated wireless sensor networks,â€</title> in <container-title>2014 IEEE Global Communications Conference</container-title>, <publisher>IEEE</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1109/glocom.2014.7037536</URL>"
10.1163/2210-7886_asc-37014,8,0,"Anon (n.d.) <title>â€œ37014, 1877-01-18.â€</title> <container-title>Art Sales Catalogues Online</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1163/2210-7886_asc-37014</URL>"
10.1016/0090-3019(85)90232-0,3,0,"<author><family>Talairach</family>, <given>J.</given></author> (<issued><year>1985</year></issued>) <title>â€œGabor Szikla: 1928â€“1983.â€</title> <container-title>Surgical Neurology</container-title>, <volume>23</volume>(<issue>4</issue>), pp. <page>450â€“451</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0090-3019(85)90232-0</URL>"
10.1007/s11255-017-1620-0,3,0,"<author><family>Baloglu</family>, <given>Ismail</given>, <family>Turkmen</family>, <given>Kultigin</given>, <family>Zeki Tonbul</family>, <given>H.</given> and <family>YÄ±lmaz Selcuk</family>, <given>N.</given></author> (<issued><year>2017</year></issued>) <title>â€œThe relationship between coronary artery calcium scores and left atrium size in hemodialysis patients.â€</title> <container-title>International Urology and Nephrology</container-title>, <volume>49</volume>(<issue>9</issue>), pp. <page>1661â€“1666</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s11255-017-1620-0</URL>"
10.1016/0031-9163(64)90785-1,3,0,"<author><family>Reik</family>, <given>H.G.</given>, <family>Kauer</family>, <given>E.</given> and <family>Gerthsen</family>, <given>P.</given></author> (<issued><year>1964</year></issued>) <title>â€œOptical properties of lanthanumcobaltite explained by small polaron theory.â€</title> <container-title>Physics Letters</container-title>, <volume>8</volume>(<issue>1</issue>), pp. <page>29â€“30</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0031-9163(64)90785-1</URL>"
10.3724/sp.j.1096.2013.20794,3,0,"<author><family>ZHAO</family>, <given>Jin-Hui</given>, <family>YUAN</family>, <given>Hai-Chao</given>, <family>LIU</family>, <given>Mu-Hua</given>, <family>XU</family>, <given>Jiang</given> and <family>XIAO</family>, <given>Hai-Bin</given></author> (<issued><year>2013</year></issued>) <title>â€œRapid Determination of Neomycin Content in Duck Egg White Using Derivative Synchronous Fluorescence-Wavelet-Subsection Genetic Algorithm-Least Squares Support Vector Regression.â€</title> <container-title>CHINESE JOURNAL OF ANALYTICAL CHEMISTRY (CHINESE VERSION)</container-title>, <volume>41</volume>(<issue>4</issue>), p. <page>546</page>. [online] Available from: <URL>http://dx.doi.org/10.3724/sp.j.1096.2013.20794</URL>"
